Merkki,Malli,Hylkäys %,Yleisin hylkäyssyy,Toiseksi yleisin hylkäyssyy
Fiat,PANDA,"17,5",Etuakselisto,Jousitus ja iskunvaimennus
Peugeot,3008,"17,7",Etuakselisto,Käyttöjarru
Citroen,C5,"17,8",Ohjausnivelet ja -tangot,Etuakselisto
Alfa Romeo,MITO,"18,9",Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
Ford,TRANSIT,"20,0","",""
Dacia,SANDERO,"20,5",Ohjausnivelet ja -tangot,Lähivalo
Renault,CLIO,"20,8",Etuakselisto,Ohjausnivelet ja -tangot
Volkswagen,KOMBI,"21,5",Ohjausnivelet ja -tangot,Renkaat ja vanteet
Dacia,LOGAN,"21,6",Ohjausnivelet ja -tangot,Etuakselisto
Ford,KA,"23,4",Etuakselisto,Käyttöjarrun dynamometritesti
Fiat,500,"25,8",Etuakselisto,Käyttöjarrun dynamometritesti
