Merkki,Malli,Hylkäys %,Yleisin hylkäyssyy,Toiseksi yleisin hylkäyssyy
Fiat,PANDA,"27,6",Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
Opel,CORSA,"27,7",Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
Volkswagen,POLO,"28,4",Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
Citroen,XSARA,"28,8",Ohjausnivelet ja -tangot,Käyttöjarru
Mercedes-Benz,CLK,"28,8",Etuakselisto,Jousitus ja iskunvaimennus
Volvo,V40,"28,9",Käyttöjarru,Seisontajarrun dynamometritesti
BMW,5,"29,0",Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
Renault,CLIO,"29,6",Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
Mitsubishi,SPACE STAR,"29,6",Seisontajarrun dynamometritesti,Käyttöjarru
Citroen,C4,"29,7",Ohjausnivelet ja -tangot,Etuakselisto
Ford,TOURNEO,"29,9",Seisontajarrun dynamometritesti,Alustan kotelot ja pohjalevy
Seat,IBIZA,"29,9",Sisäinen valvontajärjestelmä (OBD),Käyttöjarru
Peugeot,PARTNER,"30,0",Etuakselisto,Ohjausnivelet ja -tangot
Volvo,V50,"30,1",Jousitus ja iskunvaimennus,Etuakselisto
Volvo,V70,"30,1",Etuakselisto,Seisontajarrun dynamometritesti
Lada-Vaz,112,"30,3",Sisäinen valvontajärjestelmä (OBD),Käyttöjarrun dynamometritesti
Mazda,3,"30,4",Etuakselisto,Jousitus ja iskunvaimennus
Hyundai,ELANTRA,"30,7",Käyttöjarru,Ohjausnivelet ja -tangot
Ford,MONDEO,"30,8",Seisontajarrun dynamometritesti,Käyttöjarru
Peugeot,307,"31,0",Ohjausnivelet ja -tangot,Etuakselisto
Mercedes-Benz,B,"31,2","",""
Nissan,X-TRAIL,"31,3",Ohjausnivelet ja -tangot,Etuakselisto
Chrysler,PT CRUISER,"31,5",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Mercedes-Benz,E,"32,0",Etuakselisto,Ohjausnivelet ja -tangot
Nissan,PRIMERA,"32,2",Etuakselisto,Ohjausnivelet ja -tangot
BMW,3,"32,7",Käyttöjarru,Etuakselisto
Daewoo,KALOS,"32,8",Etuakselisto,Käyttöjarrun dynamometritesti
Chrysler,NEON,"33,0",Etuakselisto,Ohjausnivelet ja -tangot
Volkswagen,TRANSPORTER,"33,1",Ohjausnivelet ja -tangot,Etuakselisto
Peugeot,607,"33,2",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Ford,FOCUS C-MAX,"33,3",Etuakselisto,Jousitus ja iskunvaimennus
Mitsubishi,LANCER,"33,3",Ohjausnivelet ja -tangot,Taka-akselisto
Volvo,XC90,"33,4",Seisontajarrun dynamometritesti,Käyttöjarru
Mazda,PREMACY,"33,4",Alustan kotelot ja pohjalevy,Käyttöjarru
Volkswagen,TOURAN,"33,6",Käyttöjarru,Jousitus ja iskunvaimennus
Daewoo,TACUMA,"33,7",Sisäinen valvontajärjestelmä (OBD),Käyttöjarrun dynamometritesti
Citroen,BERLINGO,"34,0",Etuakselisto,Ohjausnivelet ja -tangot
Alfa Romeo,147,"34,1",Etuakselisto,Jousitus ja iskunvaimennus
Peugeot,407,"34,8",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Skoda,FABIA,"35,1",Käyttöjarru,Seisontajarrun dynamometritesti
Chrysler,VOYAGER,"35,2",Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot
Mitsubishi,OUTLANDER,"35,6",Taka-akselisto,Ohjausnivelet ja -tangot
Daewoo,MATIZ,"35,7",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Citroen,C5,"36,5",Etuakselisto,Seisontajarrun dynamometritesti
Seat,CORDOBA,"36,8",Käyttöjarru,Seisontajarrun dynamometritesti
Jaguar,X-TYPE,"36,8",Seisontajarrun dynamometritesti,Taka-akselisto
GM Daewoo,LACETTI,"37,1",Käyttöjarrun dynamometritesti,Seisontajarrun dynamometritesti
GM Daewoo,NUBIRA,"37,5",Seisontajarrun dynamometritesti,Käyttöjarru
Peugeot,406,"38,8",Seisontajarrun dynamometritesti,Etuakselisto
Chrysler,SEBRING,"39,2",Ohjausnivelet ja -tangot,Taka-akselisto
Opel,ZAFIRA,"39,5",Seisontajarrun dynamometritesti,Etuakselisto
Daewoo,EVANDA,"40,4",Seisontajarrun dynamometritesti,Taka-akselisto
Hyundai,MATRIX,"40,6",Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus
Mercedes-Benz,C,"40,6",Etuakselisto,Jousitus ja iskunvaimennus
Renault,MEGANE,"40,6",Ohjausnivelet ja -tangot,Etuakselisto
Fiat,STILO,"40,6",Jousitus ja iskunvaimennus,Etuakselisto
Renault,ESPACE,"40,8",Etuakselisto,Käyttöjarru
Alfa Romeo,156,"42,0",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Chrysler,300,"42,2",Seisontajarrun dynamometritesti,Etuakselisto
Opel,VECTRA,"42,5",Jousitus ja iskunvaimennus,Taka-akselisto
Mazda,MPV,"43,4",Etuakselisto,Seisontajarrun dynamometritesti
Mercedes-Benz,M,"43,5",Ohjausnivelet ja -tangot,Etuakselisto
Hyundai,TRAJET,"45,4",Etuakselisto,Seisontajarrun dynamometritesti
Peugeot,807,"45,7",Seisontajarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD)
Renault,LAGUNA,"46,4",Etuakselisto,Ohjausnivelet ja -tangot
