Merkki,Malli,Hylkäys %,Yleisin hylkäyssyy,Toiseksi yleisin hylkäyssyy
Peugeot,407,"21,82",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Volvo,C70,"21,83",Ohjausnivelet ja -tangot,Etuakselisto
Daewoo,KALOS,"22,03",Etuakselisto,Käyttöjarrun dynamometritesti
BMW,3,"22,06",Etuakselisto,Käyttöjarru
Volvo,S60,"22,10",Ohjausnivelet ja -tangot,Etuakselisto
Saab,9-3,"22,22",Taka-akselisto,Jousitus ja iskunvaimennus
Ford,MONDEO,"22,47",Käyttöjarru,Ohjausnivelet ja -tangot
Lada-Vaz,112,"22,75",Sisäinen valvontajärjestelmä (OBD),Käyttöjarrun dynamometritesti
Seat,CORDOBA,"23,58",Etuakselisto,Jousitus ja iskunvaimennus
Renault,CLIO,"23,66",Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
Peugeot,307,"23,73",Ohjausnivelet ja -tangot,Etuakselisto
Opel,ZAFIRA,"23,80",Ohjausnivelet ja -tangot,Etuakselisto
Nissan,PRIMERA,"23,81",Etuakselisto,Ohjausnivelet ja -tangot
Chrysler,NEON,"24,03",Etuakselisto,Ohjausnivelet ja -tangot
Chrysler,VOYAGER,"24,10",Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot
Volkswagen,TRANSPORTER,"24,18",Etuakselisto,Ohjausnivelet ja -tangot
Mercedes-Benz,CLK,"24,29",Etuakselisto,Ohjausnivelet ja -tangot
GM Daewoo,EVANDA,"24,61",Sisäinen valvontajärjestelmä (OBD),Seisontajarrun dynamometritesti
Mitsubishi,OUTLANDER,"24,69",Taka-akselisto,Ohjausnivelet ja -tangot
Chrysler,PT CRUISER,"24,85",Etuakselisto,Ohjausnivelet ja -tangot
Volvo,XC90,"24,92",Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot
Citroen,C5,"24,98",Sisäinen valvontajärjestelmä (OBD),Etuakselisto
Alfa Romeo,147,"25,90",Etuakselisto,Jousitus ja iskunvaimennus
Hyundai,MATRIX,"27,23",Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
Volvo,V70,"27,28",Ohjausnivelet ja -tangot,Etuakselisto
Mercedes-Benz,C,"27,90",Etuakselisto,Ohjausnivelet ja -tangot
Renault,MEGANE,"29,93",Etuakselisto,Ohjausnivelet ja -tangot
Fiat,STILO,"30,22",Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
Hyundai,TRAJET,"30,39",Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
Alfa Romeo,156,"31,30",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Peugeot,807,"31,77",Sisäinen valvontajärjestelmä (OBD),Seisontajarrun dynamometritesti
Chrysler,SEBRING,"32,28",Ohjausnivelet ja -tangot,Sisäinen valvontajärjestelmä (OBD)
Citroen,C4,"32,58",Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
Opel,VECTRA,"32,60",Taka-akselisto,Jousitus ja iskunvaimennus
Peugeot,406,"32,63",Taka-akselisto,Seisontajarrun dynamometritesti
Mercedes-Benz,M,"35,27",Ohjausnivelet ja -tangot,Etuakselisto
Opel,SIGNUM,"35,37",Jousitus ja iskunvaimennus,Taka-akselisto
Chrysler,300C,"36,45",Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
Renault,LAGUNA,"44,66",Ohjausnivelet ja -tangot,Etuakselisto
Renault,ESPACE,"46,43",Ohjausnivelet ja -tangot,Etuakselisto
