Merkki,Malli,Hylkäys %,Yleisin hylkäyssyy,Toiseksi yleisin hylkäyssyy
Mazda,2,"23,83",Käyttöjarru,Etuakselisto
Opel,ASTRA,"25,66",Seisontajarrun dynamometritesti,Bensiinimoottorin pakokaasumittaus
Jeep,CHEROKEE,"25,94",Ohjausnivelet ja -tangot,Taka-akselisto
Volvo,S70,"26,08",Ohjausnivelet ja -tangot,Käyttöjarru
Ford,FIESTA,"26,44",Jousitus ja iskunvaimennus,Bensiinimoottorin pakokaasumittaus
Volvo,S40,"26,91",Käyttöjarru,Seisontajarrun dynamometritesti
Volvo,C70,"27,18","",""
Volkswagen,POLO,"27,86",Käyttöjarru,Etuakselisto
Volkswagen,GOLF,"28,86",Käyttöjarru,Bensiinimoottorin pakokaasumittaus
Citroen,SAXO,"28,90",Käyttöjarrun dynamometritesti,Etuakselisto
Lada-Vaz,SAMARA,"29,20",Bensiinimoottorin pakokaasumittaus,Alustan kotelot ja pohjalevy
Opel,CORSA,"29,23",Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
Audi,A3,"29,66",Etuakselisto,Käyttöjarru
Nissan,MAXIMA QX,"29,71",Etuakselisto,Käyttöjarru
Volkswagen,BORA,"29,83",Käyttöjarru,Etuakselisto
Ford,FOCUS,"30,47",Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot
BMW,5,"30,86",Etuakselisto,Käyttöjarru
Suzuki,BALENO,"31,10",Bensiinimoottorin pakokaasumittaus,Käyttöjarrun dynamometritesti
Citroen,XANTIA,"31,22",Etuakselisto,Käyttöjarru
Chrysler,NEON,"31,35",Etuakselisto,Ohjausnivelet ja -tangot
Rover,75,"31,37",Etuakselisto,Käyttöjarru
Mercedes-Benz,A,"31,39",Jousitus ja iskunvaimennus,Käyttöjarrun dynamometritesti
Fiat,PUNTO,"31,78",Alustan kotelot ja pohjalevy,Ohjausnivelet ja -tangot
Nissan,PRIMERA,"31,84",Seisontajarrun dynamometritesti,Etuakselisto
Land Rover,FREELANDER,"31,93",Bensiinimoottorin pakokaasumittaus,Ohjausnivelet ja -tangot
Volvo,S60,"32,35",Etuakselisto,Käyttöjarru
Skoda,FELICIA,"32,78",Käyttöjarru,Etuakselisto
Renault,MEGANE,"32,78",Etuakselisto,Bensiinimoottorin pakokaasumittaus
Renault,TWINGO,"32,87",Bensiinimoottorin pakokaasumittaus,Käyttöjarrun dynamometritesti
Audi,A6,"33,74",Etuakselisto,Käyttöjarru
Opel,OMEGA,"33,83",Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
Ford,ESCORT,"34,14",Etuakselisto,Alustan kotelot ja pohjalevy
Seat,IBIZA,"34,32",Bensiinimoottorin pakokaasumittaus,Etuakselisto
Skoda,OCTAVIA,"34,33",Ohjausnivelet ja -tangot,Käyttöjarru
Lada-Vaz,110,"34,67",Bensiinimoottorin pakokaasumittaus,Käyttöjarrun dynamometritesti
Mercedes-Benz,C,"35,18",Etuakselisto,Käyttöjarru
Peugeot,206,"35,21",Etuakselisto,Käyttöjarru
Skoda,FABIA,"35,26",Käyttöjarru,Jousitus ja iskunvaimennus
Renault,CLIO,"35,29",Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
Peugeot,PARTNER,"35,43",Ohjausnivelet ja -tangot,Käyttöjarrun dynamometritesti
Volvo,V40,"35,53",Käyttöjarru,Seisontajarrun dynamometritesti
Volvo,S80,"35,65",Etuakselisto,Käyttöjarru
Seat,TOLEDO,"35,67",Ohjausnivelet ja -tangot,Käyttöjarru
Citroen,XSARA,"35,71",Käyttöjarru,Ohjausnivelet ja -tangot
Seat,LEON,"36,27",Käyttöjarru,Etuakselisto
BMW,3,"36,30",Käyttöjarru,Etuakselisto
Suzuki,ALTO,"36,52",Käyttöjarrun dynamometritesti,Etuakselisto
Peugeot,306,"36,60",Käyttöjarru,Ohjausnivelet ja -tangot
Lada-Vaz,111,"36,72",Alustan kotelot ja pohjalevy,Käyttöjarrun dynamometritesti
Ford,KA,"36,92",Alustan kotelot ja pohjalevy,Jousitus ja iskunvaimennus
Audi,A4,"37,14",Etuakselisto,Käyttöjarru
Volvo,V70,"37,20",Etuakselisto,Käyttöjarru
Citroen,BERLINGO,"37,42",Ohjausnivelet ja -tangot,Etuakselisto
Opel,VECTRA,"37,47",Taka-akselisto,Seisontajarrun dynamometritesti
Volkswagen,PASSAT,"38,36",Etuakselisto,Käyttöjarru
Mitsubishi,GALANT,"38,42",Etuakselisto,Ohjausnivelet ja -tangot
Peugeot,607,"39,06",Seisontajarrun dynamometritesti,Etuakselisto
Seat,CORDOBA,"39,41",Etuakselisto,Käyttöjarrun dynamometritesti
Opel,ZAFIRA,"39,45",Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot
Mercedes-Benz,M,"40,08",Ohjausnivelet ja -tangot,Etuakselisto
Chrysler,PT CRUISER,"40,74",Etuakselisto,Käyttöjarru
Mercedes-Benz,E,"40,97",Ohjausnivelet ja -tangot,Käyttöjarru
Fiat,BRAVO,"41,76",Etuakselisto,Ohjausnivelet ja -tangot
Chrysler,VOYAGER,"42,14",Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot
Citroen,XSARA PICASSO,"42,62",Etuakselisto,Ohjausnivelet ja -tangot
Fiat,BRAVA,"42,67",Etuakselisto,Ohjausnivelet ja -tangot
Renault,KANGOO,"44,63",Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
Peugeot,406,"44,90",Taka-akselisto,Ohjausnivelet ja -tangot
Renault,LAGUNA,"45,01",Etuakselisto,Ohjausnivelet ja -tangot
Alfa Romeo,156,"48,37",Etuakselisto,Käyttöjarru
Ford,MONDEO,"48,41",Etuakselisto,Käyttöjarru
Chevrolet,TRANS SPORT,"50,40",Alustan kotelot ja pohjalevy,Seisontajarrun dynamometritesti
