Merkki,Malli,Hylkäys %,Yleisin hylkäyssyy,Toiseksi yleisin hylkäyssyy
Hyundai,ACCENT,"11,43","",""
BMW,3,"11,60",Ohjausnivelet ja -tangot,Taka-akselisto
Volvo,V50,"11,63",Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
Lada-Vaz,112,"11,69",Sisäinen valvontajärjestelmä (OBD),Käyttöjarrun dynamometritesti
Ford,FUSION,"11,89","",""
BMW,X3,"11,90","",""
Ford,GALAXY,"12,10",Ohjausnivelet ja -tangot,Käyttöjarru
Nissan,NOTE,"12,68",Etuakselisto,Käyttöjarru
BMW,X5,"12,69","",""
Chevrolet,CAPTIVA,"12,71",Sisäinen valvontajärjestelmä (OBD),Seisontajarrun dynamometritesti
Kia,PICANTO,"13,07",Käyttöjarru,Käyttöjarrun dynamometritesti
Mitsubishi,OUTLANDER,"13,12",Taka-akselisto,Sisäinen valvontajärjestelmä (OBD)
Volkswagen,PASSAT,"13,12",Etuakselisto,Dieselmoottorin pakokaasumittaus
Volkswagen,TOURAN,"13,13",Etuakselisto,Renkaat ja vanteet
Mitsubishi,GRANDIS,"13,19",Ohjausnivelet ja -tangot,Sisäinen valvontajärjestelmä (OBD)
Ford,FOCUS,"13,34",Jousitus ja iskunvaimennus,Dieselmoottorin pakokaasumittaus
Opel,ASTRA,"13,36",Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
Chevrolet,AVEO,"13,49",Sisäinen valvontajärjestelmä (OBD),Etuakselisto
Citroen,XSARA PICASSO,"13,85",Ohjausnivelet ja -tangot,Sisäinen valvontajärjestelmä (OBD)
Volvo,C70,"13,88",Ohjausnivelet ja -tangot,Käyttöjarru
Ford,S-MAX,"13,99",Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
Mercedes-Benz,A,"14,05",Jousitus ja iskunvaimennus,Käyttöjarru
Seat,CORDOBA,"14,29","",""
Hyundai,TUCSON,"14,37",Jousitus ja iskunvaimennus,Etuakselisto
Opel,ZAFIRA,"14,43",Käyttöjarru,Jousitus ja iskunvaimennus
Nissan,X-TRAIL,"14,51",Ohjausnivelet ja -tangot,Käyttöjarru
Volvo,S80,"14,59",Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot
Chevrolet,EVANDA,"14,80",Ohjausnivelet ja -tangot,Sisäinen valvontajärjestelmä (OBD)
Peugeot,207,"14,86",Etuakselisto,Jarruvalo
Land Rover,RANGE ROVER,"15,09",Jousitus ja iskunvaimennus,Asiapaperit
Peugeot,206,"15,33",Ohjausnivelet ja -tangot,Sisäinen valvontajärjestelmä (OBD)
Land Rover,DISCOVERY 3,"15,33",Etuakselisto,Ohjausnivelet ja -tangot
Fiat,PUNTO,"15,72",Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
Hyundai,SONATA,"16,30",Seisontajarrun dynamometritesti,Käyttöjarru
Volkswagen,CADDY,"16,35",Dieselmoottorin pakokaasumittaus,Etuakselisto
Peugeot,607,"16,39","",""
Jeep,CHEROKEE,"16,41",Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
Opel,VECTRA,"16,61",Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
Hyundai,SANTA FE,"16,62",Etuakselisto,Seisontajarrun dynamometritesti
Nissan,PRIMERA,"16,72",Ohjausnivelet ja -tangot,Etuakselisto
Seat,ALTEA,"16,81","",""
Saab,9-3,"16,98",Taka-akselisto,Jousitus ja iskunvaimennus
Volvo,S60,"17,19",Ohjausnivelet ja -tangot,Käyttöjarru
Smart,SMART,"17,31","",""
Mercedes-Benz,B,"17,69",Jousitus ja iskunvaimennus,Käyttöjarru
Skoda,ROOMSTER,"17,71",Etuakselisto,Käyttöjarru
Citroen,C3,"17,85",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Hyundai,MATRIX,"17,97",Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
Chevrolet,NUBIRA,"18,15",Seisontajarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD)
Seat,IBIZA,"18,18",Etuakselisto,Käyttöjarru
Lada-Vaz,111,"18,31",Sisäinen valvontajärjestelmä (OBD),Käyttöjarrun dynamometritesti
Kia,SORENTO,"18,62",Seisontajarrun dynamometritesti,Etuakselisto
Mercedes-Benz,CLS,"18,67",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Kia,SPORTAGE,"18,83",Jousitus ja iskunvaimennus,Käyttöjarru
Mercedes-Benz,M,"18,98",Käyttöjarru,Jousitus ja iskunvaimennus
Citroen,C5,"19,00",Ohjausnivelet ja -tangot,Etuakselisto
Mazda,5,"19,28",Jousitus ja iskunvaimennus,Etuakselisto
BMW,5,"19,80",Ohjausnivelet ja -tangot,Sisäinen valvontajärjestelmä (OBD)
Peugeot,407,"19,99",Etuakselisto,Käyttöjarru
Citroen,C4,"20,25",Ohjausnivelet ja -tangot,Käyttöjarru
Volkswagen,TRANSPORTER,"20,75",Seisontajarrun dynamometritesti,Käyttöjarru
Citroen,BERLINGO,"20,81",Ohjausnivelet ja -tangot,Dieselmoottorin pakokaasumittaus
Peugeot,307,"21,49",Ohjausnivelet ja -tangot,Etuakselisto
Citroen,C2,"22,77",Etuakselisto,Ohjausnivelet ja -tangot
Volvo,V70,"22,86",Ohjausnivelet ja -tangot,Käyttöjarru
Chrysler,VOYAGER,"23,12",Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot
Volvo,XC90,"23,18",Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot
Mercedes-Benz,C,"23,36",Etuakselisto,Ohjausnivelet ja -tangot
Mercedes-Benz,E,"23,98",Etuakselisto,Ohjausnivelet ja -tangot
Renault,CLIO,"25,25",Ohjausnivelet ja -tangot,Etuakselisto
Alfa Romeo,159,"26,10",Etuakselisto,Ohjausnivelet ja -tangot
Renault,MEGANE,"26,51",Etuakselisto,Ohjausnivelet ja -tangot
Fiat,CROMA,"28,49",Taka-akselisto,Jousitus ja iskunvaimennus
Fiat,STILO,"28,72",Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
Chrysler,SEBRING,"28,93",Ohjausnivelet ja -tangot,Sisäinen valvontajärjestelmä (OBD)
Peugeot,1007,"29,69",Ohjausnivelet ja -tangot,Etuakselisto
Nissan,PATHFINDER,"30,77",Etuakselisto,Taka-akselisto
Renault,MODUS,"33,64",Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
Chrysler,300,"35,78",Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot
Renault,LAGUNA,"36,61",Etuakselisto,Ohjausnivelet ja -tangot
Chrysler,PT CRUISER,"38,31",Ohjausnivelet ja -tangot,Etuakselisto
